"","count_study_sequence","count_test_sequence","datetime","response","response_study_response","response_test_response","response_time","response_time_study_response","response_time_test_response","stim","studyResultId","total_responses","workerId","stimtype","st_corr","test_quality","rt_corr","DTPPm","DTPPsd"
"10334",72,NA,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","right","",971,971,NA,"p5d3_2.png",66,73,297,"D3",1,NA,NA,0,0
"10335",73,NA,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","right","",1037,1037,NA,"p3d4_2.png",66,74,297,"D4",1,NA,NA,0,0
"10336",74,NA,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","",1468,1468,NA,"prototype2.png",66,75,297,"prototype",1,NA,NA,0,0
"10337",74,0,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1830,1468,1830,"p6d4_1.png",66,76,297,"D5",0,"fam",0,0,0
"10338",74,1,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",2068,1468,2068,"p5d3_3.png",66,77,297,"D3",0,"new",0,0,0
"10339",74,2,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1304,1468,1304,"p1d4_2.png",66,78,297,"D4",0,"fam",1,0,0
"10340",74,3,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1910,1468,1910,"p3d4_4.png",66,79,297,"D4",0,"new",1,0,0
"10341",74,4,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1842,1468,1842,"p7d4_4.png",66,80,297,"D5",0,"new",1,0,0
"10342",74,5,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2245,1468,2245,"p2d3_3.png",66,81,297,"D3",0,"new",1,0,0
"10343",74,6,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1490,1468,1490,"p4d3_3.png",66,82,297,"D3",0,"new",0,0,0
"10344",74,7,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1361,1468,1361,"p4d4_4.png",66,83,297,"D4",0,"new",1,0,0
"10345",74,8,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1942,1468,1942,"p7d4_1.png",66,84,297,"D5",0,"fam",0,0,0
"10346",74,9,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1941,1468,1941,"p8d4_3.png",66,85,297,"D5",0,"new",0,0,0
"10347",74,10,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1555,1468,1555,"p2d3_2.png",66,86,297,"D3",0,"fam",1,0,0
"10348",74,11,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1454,1468,1454,"p2d4_1.png",66,87,297,"D4",0,"fam",1,0,0
"10349",74,12,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","None","left","None",3008,1468,3008,"p1d2_1.png",66,88,297,"D2",0,"fam",NA,0,0
"10350",74,13,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1093,1468,1093,"p3d3_3.png",66,89,297,"D3",0,"new",0,0,0
"10351",74,14,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2248,1468,2248,"p4d3_4.png",66,90,297,"D3",0,"new",1,0,0
"10352",74,15,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1695,1468,1695,"p1d1_4.png",66,91,297,"D1",0,"new",0,0,0
"10353",74,16,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",2158,1468,2158,"p2d1_4.png",66,92,297,"D1",0,"new",0,0,0
"10354",74,17,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1575,1468,1575,"p5d3_2.png",66,93,297,"D3",0,"fam",0,0,0
"10355",74,18,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1746,1468,1746,"p10d4_1.png",66,94,297,"D5",0,"fam",1,0,0
"10356",74,19,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1707,1468,1707,"p6d4_3.png",66,95,297,"D5",0,"new",1,0,0
"10357",74,20,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1670,1468,1670,"p6d4_2.png",66,96,297,"D5",0,"fam",0,0,0
"10358",74,21,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1816,1468,1816,"p1d1_1.png",66,97,297,"D1",0,"fam",1,0,0
"10359",74,22,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1522,1468,1522,"p8d4_2.png",66,98,297,"D5",0,"fam",1,0,0
"10360",74,23,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",2103,1468,2103,"p3d1_2.png",66,99,297,"D1",0,"fam",1,0,0
"10361",74,24,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2886,1468,2886,"p8d4_1.png",66,100,297,"D5",0,"fam",0,0,0
"10362",74,25,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","None","left","None",3014,1468,3014,"p4d4_2.png",66,101,297,"D4",0,"fam",NA,0,0
"10363",74,26,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2235,1468,2235,"p1d4_4.png",66,102,297,"D4",0,"new",1,0,0
"10364",74,27,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1850,1468,1850,"p2d4_4.png",66,103,297,"D4",0,"new",1,0,0
"10365",74,28,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2355,1468,2355,"p4d2_1.png",66,104,297,"D2",0,"fam",0,0,0
"10366",74,29,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1719,1468,1719,"p3d4_2.png",66,105,297,"D4",0,"fam",1,0,0
"10367",74,30,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1733,1468,1733,"p2d3_4.png",66,106,297,"D3",0,"new",0,0,0
"10368",74,31,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2046,1468,2046,"p3d3_1.png",66,107,297,"D3",0,"fam",0,0,0
"10369",74,32,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1584,1468,1584,"p1d4_1.png",66,108,297,"D4",0,"fam",1,0,0
"10370",74,33,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1366,1468,1366,"p5d2_3.png",66,109,297,"D2",0,"new",0,0,0
"10371",74,34,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1588,1468,1588,"p2d2_2.png",66,110,297,"D2",0,"fam",0,0,0
"10372",74,35,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2090,1468,2090,"p4d1_1.png",66,111,297,"D1",0,"fam",0,0,0
"10373",74,36,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",1781,1468,1781,"p2d4_3.png",66,112,297,"D4",0,"new",1,0,0
"10374",74,37,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",2969,1468,2969,"p4d3_2.png",66,113,297,"D3",0,"fam",1,0,0
"10375",74,38,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2491,1468,2491,"p1d3_2.png",66,114,297,"D3",0,"fam",0,0,0
"10376",74,39,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1498,1468,1498,"p5d3_1.png",66,115,297,"D3",0,"fam",1,0,0
"10377",74,40,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","right","left","right",2307,1468,2307,"p5d4_3.png",66,116,297,"D4",0,"new",1,0,0
"10378",74,41,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",2377,1468,2377,"p3d2_3.png",66,117,297,"D2",0,"new",0,0,0
"10379",74,42,"Tue Oct 13 2020 18:25:41 GMT+0200 (közép-európai nyári idõ)","left","left","left",1722,1468,1722,"p5d2_2.png",66,118,297,"D2",0,"fam",1,0,0
